Building Name,Address,URL,Type,Completion,Title,No. of Floors,Passenger Lift,Cargo Lift,Car Park,Loading Area,Cargo,Management Fee (Approx. per sq. ft.),Ceiling Height(Approx.),Floor Remark,Air Conditioning,Transport,Management Company,Air Conditioning Opening Times,Total Area,Grade,Raised Floor
Central Building,3 Pedder Street,https://www.midlandici.com.hk/ics/property/building/details/B000018361/Central-Building?lang=english,Commercial,1960,Unified,27,8,1,,,,"@10.20
            (Information: Year 2024)",Approx. 2.8m  (Floor to Floor Height),"01/F - 10/F  X 4
01/F & 10/F - 17/F X 4
上五級樓梯",Central,Close to Central MTR Station and Hong Kong Station (Airport Express),CENTRAL MANAGEMENT LTD*,Monday To Friday 08:00 - 18:00Saturday 08:00 - 18:00Sunday  -,,A,
Central Tower,28 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000018367/Central-Tower?lang=english,Commercial,1996,Unified,26,8,1,,,,"@11.40
            (Information: Year 2024)",9ft,"4/F - 14/F x 4
4/F & 15/F - 26/F x 4
上扶手電梯",Central,Close to Central MTR Station and Bus,CENTRAL MANAGEMENT LIMITED*,Monday To Friday 08:00 - 19:00Saturday 08:00 - 19:00Sunday  -,,A,
Cheung Kong Center Ii,10 Harcourt Road,https://www.midlandici.com.hk/ics/property/building/details/B000112476/Cheung-Kong-Center-Ii?lang=english,Commercial,2023,Unified,32,12,,,,,"@13.00
            (Information: Year 2024)",3.2-,,Central,,,Monday To Friday  - Saturday  - Sunday  -,"Approx. 550,000 sq.ft.",A,
China Insurance Group Building,141 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000007664/China-Insurance-Group-Building?lang=english,Commercial,1967,Spin-Off,30,3,1,,,,"@2.68
            (Information: Year 2022)",7.9 ft,"1/F - 9/F x 2
1/F & 9/F - 19/F x 3
1/F & 20/F - 29/F x 3
上兩級樓梯",Central,,HARRIAMAN PROPERTY MANAGEMENT LTD*,Monday To Friday 07:30 - 19:30Saturday 07:30 - 19:30Sunday  -,"Approx. 373,581 sq.ft.",B,
China Merchants Plaza,153 Connaught Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000122674/China-Merchants-Plaza?lang=english,Commercial,2025,Unified,24,5,1,,,,"@8.81
            (Information: Year 2024)",3-,,Central,,China Merchants Property Management (Overseas) Ltd,Monday To Friday 08:00 - 19:00Saturday 08:00 - 13:00Sunday  -,"Approx. 211,500 sq.ft.",A,
Chung Nam House,59 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000054917/Chung-Nam-House?lang=english,Commercial,1966,Spin-Off,12,2,2,,,,"@5.40
            (Information: Year 2017)",,"1/F - 11/F x 2
落二十一級樓梯",Central,Close to Central MTR station and bus,MASTER PROFESSIONAL HOUSING MANAGEMENT COMPANY LIMITED*,Monday To Friday 07:00 - 19:00Saturday  - Sunday  -,,B,
Cosco Tower,183 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000062640/Cosco-Tower?lang=english,Commercial,1997,Spin-Off,54,16,2,,,,"@4.46
            (Information: Year 2024)",8.2 ft,"G/F & 9/F - 20/F x 4
G/F & 21/F - 31/F x 4
G/F & 32/F - 41/F x 4
G/F & 42/F - 52/F x 4
上三級樓梯",Central,"MTR, Ferry, Bus, Tram and Minibus",URBAN PROPERTY MANAGEMENT LIMITED*,Monday To Friday 08:00 - 19:00Saturday 08:00 - 14:00Sunday  -,"Approx. 1,066,000 sq.ft.",A,
Fairmont House,8 Cotton Tree Drive,https://www.midlandici.com.hk/ics/property/building/details/B000007649/Fairmont-House?lang=english,Commercial,1982,Spin-Off,28,6,1,,,,"@5.30
            (Information: Year 2006)","8 Feet
-",* Fire refuge floor at 15/F,Central,,MTR PROPERTY MGT LIMITED*,Monday To Friday 08:00 - 19:00Saturday 08:00 - 13:00Sunday  -,"Approx. 224,815 sq.ft.",A,
Far East Consortium Building,113-125a Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000007672/Far-East-Consortium-Building?lang=english,Commercial,1976,Spin-Off,24,4,,,,,"@3.80-@5.30
            (Information: Year 2014)",,"G/F & 3/F & 15/F - 24/F x 2
G/F - 14/F x 2",Central,,KANIC PROPERTY MANAGEMENT LTD,Monday To Friday 09:00 - 18:00Saturday 09:00 - 18:00Sunday  -,"Approx. 160,000 sq.ft.",B,
Far East Finance Centre,16 Harcourt Road,https://www.midlandici.com.hk/ics/property/building/details/B000007650/Far-East-Finance-Centre?lang=english,Commercial,1982,Spin-Off,48,10,1,,,,"@4.00
            (Information: Year 2016)",7.9 ft,"Not including Lower Ground Floor, Ground Floor and Upper Ground Floor 
            
               * 13/F, 14/F, 24/F, 34/F and 44/F Omitted 
            
               * Refuge floor at 12/F and Refuge floor at 31/F",Central,MTR,SINO ESTATES MANAGEMENT LIMITED*,Monday To Friday 08:00 - 19:00Saturday 08:00 - 14:00Sunday  -,"Approx. 507,600 sq.ft.",A,
Finance Building,254 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000019121/Finance-Building?lang=english,Commercial,1978,Spin-Off,15,2,,,,,"@3.50
            (Information: Year 2016)",,"G/F - 15/F x 1 (ODD)
G/F - 14/F x 1 (EVEN)
上幾級樓梯",Split,"Close to Sheung Wan MTR Station, Bus, Tram, Bus and Minibus",SMART LIGHT SECURITY & PRO'Y MGT LT*,,,B,
Hong Kong Plaza,188 Connaught Road West,https://www.midlandici.com.hk/ics/property/building/details/B000020056/Hong-Kong-Plaza?lang=english,Commercial,1983,Spin-Off,40,13,1,,,,"@3.72
            (Information: Year 2024)",,"平地入口
G/F - 14/F x 4
G/F & 16/F - 28/F x 4
g/F & 29/F -42/F x 4",Central,"Close to Hong Kong University Station, Tram, Bus and Mini Bus",HONG YIP SERVICES CO LTD*,Monday To Friday 08:00 - 18:00Saturday 08:00 - 13:00Sunday  -,,B,
L L Tower,2-4 Shelley Street,https://www.midlandici.com.hk/ics/property/building/details/B000089563/L-L-Tower?lang=english,Commercial,2019,Spin-Off,25,2,,,,,"@4.50
            (Information: Year 2021)",,,Independent Split,Close to Central MTR Station and Bus,,,,B,
Lippo Centre - Tower 1,89 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000021344/Lippo-Centre---Tower-1?lang=english,Commercial,1987,Spin-Off,45,12,1,,,,"@4.20-@5.50
            (Information: Year 2023)",7.9 ft,"Not including 2nd Basement, 1st Basement, Ground Floor, Mezzanine Level 1 and Mezzanine Level 2 
            
               * Refuge floor at 14/F and Refuge floor at 27/F",Central,MTR,FPD SAVILLS PROPERTY MGT LTD,Monday To Friday 08:00 - 19:00Saturday 08:00 - 14:00Sunday 00:00 - 00:00,"Approx. 413,305 sq.ft.",A,
Lippo Centre - Tower 2,89 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000022537/Lippo-Centre---Tower-2?lang=english,Commercial,1987,Spin-Off,41,24,1,,,,"@4.50
            (Information: Year 2023)",7.9 ft,"Not including 2nd Basement, 1st Basement, Ground Floor, Mezzanine Level 1 and Mezzanine 2 
            
               * Refuge floor at 16/F and Refuge floor at 30/F",Central,MTR,FPD SAVILLS PROPERTY MGT LTD,Monday To Friday 08:00 - 19:00Saturday 08:00 - 14:00Sunday  -,"Approx. 387,700 sq.ft.",A,
Lyndhurst Tower,1 Lyndhurst Terrace,https://www.midlandici.com.hk/ics/property/building/details/B000054688/Lyndhurst-Tower?lang=english,Commercial,1993,Spin-Off,22,3,,,,,"@3.50
            (Information: Year 2024)",8.9 ft,"G/F - 22/F x 3
平地入口",Central,MTR and Bus,WINPOWER MANAGEMENT LIMITED*,Monday To Friday 09:00 - 19:00Saturday 09:00 - 13:00Sunday  -,"Approx. 78,844 sq.ft.",B,
Man Hing Commercial Building,79-83 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000007676/Man-Hing-Commercial-Building?lang=english,Commercial,1973,Spin-Off,21,2,,,,,"@3.0
            (Information: Year 2022)",,"G/F - 22/F x 2
平地入口",Split,,KONG SHUM UNION PROPERTY MANAGEMENT*,,,B,
Nam Wo Hong Building,No.148 Wing Lok Street,https://www.midlandici.com.hk/ics/property/building/details/B000022040/Nam-Wo-Hong-Building?lang=english,Commercial,1998,Spin-Off,28,3,1,,,,"@3.00
            (Information: Year 2020)",7.9 ft,"G/F - 28/F x 3
上七級樓梯",Central,,DTZ DEBENHAM TIE LEUNG PROPERTY MAN*,Monday To Friday 08:00 - 19:30Saturday 08:00 - 15:00Sunday  -,"Approx. 62,688 sq.ft.",B,
Nexxus Building,77 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000084322/Nexxus-Building?lang=english,Commercial,1962,Spin-Off,25,7,1,,,,"@11.90
            (Information: Year 2024)",2.4m-2.6m,"Not including Basement, Ground Floor, Penthouse and Roof",Central,Close to Central MTR station and Airport Express,ISS EAST POINT PROPERTY MANAGEMENT LTD*,Monday To Friday 08:00 - 20:00Saturday 08:00 - 20:00Sunday 08:00 - 20:00,"Approx. 192,137 sq.ft.",B,
One International Finance Centre,1 Harbour View Road,https://www.midlandici.com.hk/ics/property/building/details/B000063825/One-International-Finance-Centre?lang=english,Commercial,1998,Unified,39,18,2,,,,"@14.30
            (Information: Year 2024)","2.7M raised floor for typical office floor
3.3M raised floor for trading floors","Not Including Basement 4, Basement 3, Basement 2 Basement 1, Podium Level 1, Podium Level 2, Podium Level 3, Podium 4, 25(A)th Floor, 25(B)th Floor
            
              *   14/F and 14/F Omitted",Central,"Close to MTR Station, Tram and Bus",I.F.C. MANAGEMENT CO. LTD*,Monday To Friday 08:00 - 19:00Saturday 08:00 - 13:00Sunday  -,"Approx. 784,000 sq.ft.",A,
One Pacific Place,88 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000022405/One-Pacific-Place?lang=english,Commercial,1988,Unified,40,20,2,,,,"@12.60
            (Information: Year 2024)",2.6M/8ft 6in,"Not including Lower Ground 2, Lower Ground 1,  Level 7M, Level 38M and Level 55M 
            
               * 37/F Omitted",Central,"Close to Admiralty MTR Station, Bus  and Minibus",SWIRE PROPERTIES MANAGEMENT LIMITED*,Monday To Friday 08:00 - 19:00Saturday 08:00 - 14:00Sunday  -,,A,
Qualipak Tower,122 Connaught Road West,https://www.midlandici.com.hk/ics/property/building/details/B000022787/Qualipak-Tower?lang=english,Commercial,1992,Spin-Off,25,2,,,,,"@1.75-@2.60
            (Information: Year 2021)",,"平地入口
G/F - 25/F x 2",Split,MTR and Bus,Top Pro Property Services Limited,,,B,
Shun Tak Centre (west Tower),168-200 Connaught Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000054008/Shun-Tak-Centre--west-Tower-?lang=english,Commercial,1986,Spin-Off,39,16,1,,,,"@7.35
            (Information: Year 2024)",7.9 ft,"Not including Basement Level 2, Basement Level 1, Ground Floor, Main Roof and Upper Roof 
            
               * Refuge Floor at 8/F and 24/F",Central,MTR,SHUN TAK PROPERTIES LIMITED*,Monday To Friday 08:00 - 19:00Saturday 08:00 - 19:00Sunday  -,"Approx. 670,000 sq.ft.",A,
Shun Tak Centre-china Merchants Tower,168-200 Connaught Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000023308/Shun-Tak-Centre-china-Merchants-Tower?lang=english,Commercial,1986,Spin-Off,39,16,1,,,,"@7.35
            (Information: Year 2024)",7.9 ft,"""09/F - 16/F X 4
17/F - 24/F X 4
25/F - 32/F X 5
33/F - 40/F X 5""
平地入口",Central,MTR,SHUN TAK PROPERTIES LIMITED*,Monday To Friday 08:00 - 19:00Saturday 08:00 - 19:00Sunday  -,"Approx. 385,003 sq.ft.",A,
Silver Fortune Plaza,1 Wellington Street,https://www.midlandici.com.hk/ics/property/building/details/B000023353/Silver-Fortune-Plaza?lang=english,Commercial,1992,Spin-Off,21,3,1,,,,"@4.42
            (Information: Year 2024)",8.9 ft,"1/F - 23/F x 3
平地入口",Central,"MTR, Ferry, Bus, Tram and Minibus",Jones Lang LaSalle Management Services Ltd.,Monday To Friday 08:00 - 20:00Saturday 08:00 - 20:00Sunday  -,"Approx. 105,528 sq.ft.",B,
Singga Commercial Centre,144-151 Connaught Road West,https://www.midlandici.com.hk/ics/property/building/details/B000023407/Singga-Commercial-Centre?lang=english,Commercial,1983,Spin-Off,41,6,1,,,,"@2.95
            (Information: Year 2015)",6.9 ft,"上扶手電梯或
上三十三級樓梯
G/F - 22/F x 3
G/F & 23/F - 41/F x 3",Central,,BJ PROPERTY MANAGEMENT LTD*,Monday To Friday 08:00 - 18:00Saturday 08:00 - 13:30Sunday  -,"Approx. 213,200 sq.ft.",B,
The Center,99 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000023965/The-Center?lang=english,Commercial,1998,Spin-Off,79,43,2,,,,"@8.62
            (Information: Year 2023)","8'3 to 8'6
-","6/F & 9/F - 19/F x 4
6/F & 20/F - 29/F x 4
6/F & 30/F - 39/F x 4
6/F & 43/F - 52/F x 4
43/F & 53/F - 61/F x 4
43/F & 62/F - 69/F x 4
43/F & 72/F - 79/F x 4
上扶手電梯",Central,"MTR, Bus and Tram",Savills Property Management Limited,Monday To Friday 08:00 - 19:30Saturday 08:00 - 13:00Sunday  -,"Approx. 1,400,000 sq.ft.",A,
The Henderson,2 Murray Road,https://www.midlandici.com.hk/ics/property/building/details/B000112477/The-Henderson?lang=english,Commercial,2023,Unified,36,12,1,,,,"@16.30
            (Information: Year 2024)",5-,,Central,,,Monday To Friday 08:00 - 19:00Saturday  - Sunday  -,"Approx. 15,000 sq.ft.",A,
Tung Hip Commercial Building,244 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000024275/Tung-Hip-Commercial-Building?lang=english,Commercial,1987,Unified,26,4,,,,,"@1.80
            (Information: Year 2015)",,"G/F - 12/F  x 2
G/F & 22/F x 2
上十三級樓梯",Split,MTR,SAVILLS GUARDIAN PROPERTY MGT LTD*,,,B,
Two International Finance Centre,8 Finance Street,https://www.midlandici.com.hk/ics/property/building/details/B000058939/Two-International-Finance-Centre?lang=english,Commercial,2003,Unified,80,42,1,,,,"@14.00
            (Information: Year 2024)","2.7M-TYPICAL 3.3M-TRADING
2.7M-3.3M","Not Including Basement 5, Basement 4, Basement 3, Basement 3 Mezzanine, Basement 2, Basement 1, M & E services transfer Floor, Ground Floor, Upper Part of Ground Floor, Podium Level 1, Podium Level 2, Podium Level 3, Podium Level 4 
            
              *  5th, 13th, 14th, 24th, 34th, 44th and 74th Floors are omitted 
            
              *Refuge Floor at 1/F, 2/F, 3/F and 4/F",Central,"Close to MTR Station, tram and bus",International Finance Centre Management Company Ltd,Monday To Friday 08:00 - 19:00Saturday 08:00 - 13:00Sunday  -,"Approx. 1,300,000 sq.ft.",A,
Two Pacific Place,88 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000054569/Two-Pacific-Place?lang=english,Commercial,1988,Unified,40,19,2,,,,"@12.60
            (Information: Year 2024)",2.5M/8ft 3in,"Not including Lower Ground Floor 2, Lower Ground Floor 1 and Level 4M",Central,,SWIRE PROPERTIES MANAGEMENT LIMITED*,Monday To Friday 08:00 - 19:00Saturday 08:00 - 14:00Sunday  -,,A,
United Centre,95 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000007651/United-Centre?lang=english,Commercial,1981,Spin-Off,35,15,1,,,,"@2.90
            (Information: Year 2012)",7.9 ft,"Not including Ground Floor, Cockloft and Roof 
            
               * Refuge area at 20/F and Refuge area at 36/F",Central,MTR,STRATION PROPERTY MANAGEMENT LIMITE*,Monday To Friday 07:30 - 19:30Saturday 07:30 - 13:30Sunday  -,"Approx. 554,000 sq.ft.",A,
Universal Trade Centre,3 Arbuthnot Road,https://www.midlandici.com.hk/ics/property/building/details/B000007685/Universal-Trade-Centre?lang=english,Commercial,1992,Spin-Off,31,6,1,,,,"@3.75-@4.40
            (Information: Year 2015)",7.9 ft,"1/F - 31/F x 1
1/F & 6/F - 15/F x 1
1/F & 16/F - 23/F x 1
1/F & 24/F - 31/F x 1
上兩級樓梯",Central,Bus and Minibus,HANG YICK PROPERTY MGT LTD*,Monday To Friday 08:00 - 20:00Saturday 08:00 - 17:00Sunday  -,"Approx. 232,449 sq.ft.",B,
Woho,119 Jervois Street,https://www.midlandici.com.hk/ics/property/building/details/B000115397/Woho?lang=english,Commercial,2023,Unified,25,2,,,,,"@5.0
            (Information: Year 2024)",,,Split,,Savills Property Management Limited,,,B,
World-wide House,19 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000025173/World-wide-House?lang=english,Commercial,1980,Spin-Off,27,12,2,,,,"@6.94-@7.02
            (Information: Year 2012)",8 ft,"1/F & 4/F - 12/F x 4
1/F & 14/F - 20/F x 4
1/F & 21/F - 27/F x 4",Central,,MTR PROPERTY MANAGEMENT COMPANY LTD*,Monday To Friday 08:00 - 18:00Saturday 08:00 - 13:00Sunday  -,"Approx. 450,711 sq.ft.",A,
Wyndham Place,44 Wyndham Street,https://www.midlandici.com.hk/ics/property/building/details/B000025191/Wyndham-Place?lang=english,Commercial,1992,Spin-Off,30,3,,,,,"@4.57
            (Information: Year 2024)",---,"G/F - 30/F x 3
平地入口",Central,"Close to Central MTR Station, Bus and Minibus",FPD SAVILLS PROPERTY MGT LTD,Monday To Friday 08:00 - 18:00Saturday 08:00 - 13:30Sunday  -,,B,
Yardley Commercial Building,3 Connaught Road West,https://www.midlandici.com.hk/ics/property/building/details/B000008409/Yardley-Commercial-Building?lang=english,Commercial,1981,Spin-Off,26,4,1,,,,"@3.30
            (Information: Year 2017)",7.9 ft,"G/F & 5/F - 15/F x 1
G/F & 16/F - 26/F x 1
G/F & 26/F x 2
 平地入口",Central,MTR and Bus,CAYLEY PROPERTY MANAGEMENT LTD*,Monday To Friday 08:00 - 18:00Saturday 08:00 - 13:00Sunday  -,,B,
Yat Chau Building,262 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000025239/Yat-Chau-Building?lang=english,Commercial,1990,Spin-Off,23,2,,,,,"@2.40
            (Information: Year 2020)",,"G/F - 23/F x 2
 平地入口",Split,"MTR, Ferry, Bus and Tram",THE INCORPORATED OWNERS OF YAT CHAU BUILDING*,,,B,
148 Electric Road,148 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000041931/148-Electric-Road?lang=english,Commercial,2001,Unified,34,4,1,,,,"@5.75
            (Information: Year 2019)",,"上扶手電梯
G/F -39/F X 4",Split,,SINO ESTATE MANAGEMENT LIMITED*,,,A,
228 Electric Road,228 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000112287/228-Electric-Road?lang=english,Commercial,2022,Spin-Off,,4,1,,,,"@8.50
            (Information: Year 2024)",,,Central,,,,,A,
383 King's Road,383-385 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000113140/383-King-s-Road?lang=english,Commercial,2023,Unified,,2,,,,,"@4.20
            (Information: Year 2023)",,,Split,,,,,B,
39 King's Road,39 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000113453/39-King-s-Road?lang=english,Commercial,2023,Spin-Off,,2,,,,,"@5.37
            (Information: Year 2023)",,,Split,,,,,B,
88 Hing Fat Street,88 Hing Fat Street,https://www.midlandici.com.hk/ics/property/building/details/B000059844/88-Hing-Fat-Street?lang=english,Commercial,2000,Unified,33,3,1,,,,"@6.22
            (Information: Year 2019)",,"平地入口
G/F - 36/F x 3",Central,,JONES LANG LASALLLE MGT SERVICE LTD,Monday To Friday 09:00 - 19:00Saturday 09:00 - 13:00Sunday  -,,B,
A I A Tower,183 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000059840/A-I-A-Tower?lang=english,Commercial,1998,Unified,43,11,1,,,,"@7.30
            (Information: Year 2024)",,"上二級樓梯
G/F & 8/F -26/F X 5
G/F & 28/F -43/F X 5",Central,,GOODWILL MANAGEMENT LIMITED*,Monday To Friday 09:00 - 18:30Saturday 09:00 - 13:30Sunday  -,,A,
A.t. Tower,180 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000054003/A.t.-Tower?lang=english,Commercial,1995,Spin-Off,25,2,,,,,"@4.85
            (Information: Year 2024)",,"平地入口
G/F - 28/F x 2",Split,"Close to Fortress Hill MTR Station, Bus and Minibus",A.T. PROPERTY MANAGEMENT CO LTD*,,,B,
Bank Tower,351-353 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000007480/Bank-Tower?lang=english,Commercial,1986,Spin-Off,23,2,,,,,"@1.88
            (Information: Year 2015)",,"上二十六級樓梯
G/F - 22/F x 2",Split,"Close to North Point MTR Station, Ferry Pier Tram and bus",PROTECT PROPERTY MANAGEMENT CO LTD*,,,B,
Carnival Commercial Building,18 Java Road,https://www.midlandici.com.hk/ics/property/building/details/B000007701/Carnival-Commercial-Building?lang=english,Commercial,1994,Spin-Off,28,2,,,,,"@1.90
            (Information: Year 2015)",,"平地入口
G/F - 23/F x 2",Split,,HANG YICK PROPERTY MGT LTD*,,,B,
China Harbour Building,370-374 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000007477/China-Harbour-Building?lang=english,Commercial,1991,Spin-Off,22,3,,,,,"@2.60
            (Information: Year 2015)",,"平地入口
G/F - 22/F x 3",Central,,KNIGHT FRANK PROPERTY MANAGEMENT LTD,Monday To Friday 08:30 - 18:30Saturday 08:30 - 13:30Sunday  -,,B,
China United Centre,28 Marble Road,https://www.midlandici.com.hk/ics/property/building/details/B000053077/China-United-Centre?lang=english,Commercial,1997,Spin-Off,29,4,1,,,,"@3.50
            (Information: Year 2021)",8.2 ft,"平地入口
G/F & 7/F - 19/F x 2
G/F & 20/F - 32/F x 2",Central,MTR,PROSPERITY LAND EST. MGT. LTD.*,Monday To Friday 09:00 - 19:00Saturday 09:00 - 13:00Sunday  -,"Approx. 336,331 sq.ft.",A,
